affiliated_committee_name,candidate_ids,committee_id,committee_type,designation_type,name,organization_type,state,topic_weight,summary
NONE,[],C00404145,Party - Qualified,Unauthorized,MENDOCINO COUNTY DEMOCRATIC PARTY,,CA,,
NONE,['S6NJ00289'],C00514570,PAC - Nonqualified,Joint fundraising committee,MENENDEZ SENATE VICTORY 2012,,DC,,
NONE,['S6NJ00289'],C00479501,PAC - Nonqualified,Joint fundraising committee,MENENDEZ VICTORY FUND,,NJ,,
DEMOCRATIC STATE CENTRAL COMMITTEE OF CA,[],C00468827,Party - Nonqualified,Unauthorized,MENIFEE PERRIS VALLEY DEMOCRATIC CLUB,,CA,,
,[],C00490870,Party - Nonqualified,Unauthorized,MERCED COUNTY DEMOCRATIC CENTRAL COMMITTEE OF 2008 FEDERAL COMMITTEE,,CA,,
CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,[],C00383174,Party - Qualified,Unauthorized,MERCED COUNTY REPUBLICAN PARTY (FED.),,CA,,
"MERCK & CO., INC.",[],C00097485,PAC - Qualified,Lobbyist/Registrant PAC,"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",Corporation,DC,tw_labor,Labor Unions
,[],C00518894,PAC - Nonqualified,Unauthorized,MERCURY SYSTEMS INC PAC,Corporation,MA,,
MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT,[],C00010520,PAC - Qualified,Lobbyist/Registrant PAC,MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT,Corporation,IA,tw_labor,Labor Unions
MERITAGE HOMES CORPORATION,[],C00494211,PAC - Qualified,Unauthorized,MERITAGE HOMES CORPORATION PAC,Corporation,AZ,,
MERIT MEDICAL SYSTEMS INC,[],C00475343,PAC - Qualified,Unauthorized,MERIT MEDICAL SYSTEMS INC EMPLOYEE GOOD GOVERNANCE PAC,Corporation,UT,,
"MERITOR, INC.",[],C00506097,PAC - Qualified,Unauthorized,MERITOR INC POLITICAL ACTION COMMITTEE - FEDERAL,Corporation,MI,,
NONE,['H0CT04138'],C00465047,House,Principal campaign committee,MERKLE FOR CONGRESS COMMITTEE,,CT,,
,['H0CA33109'],C00474288,House,Principal campaign committee,MERV PAC - MERVIN EVANS FOR CONGRESS 37TH DISTRICT,,CA,,
,[],C00366534,PAC - Nonqualified,Unauthorized,MESA AIR GROUP INC POLITICAL ACTION COMMITTEE,Corporation,AZ,,
,[],C90003955,Independent expenditure filer (not a committee),Unauthorized,MESA LIMITED PARTNERSHIP,,TX,,
,[],C00534057,Hybrid PAC (with Non-Contribution Account) - Nonqualified,Unauthorized,MESHPAC,,NH,,
,"['H0IN02125', 'H2IN05082']",C00525287,House,Joint fundraising committee,MESSER-BROOKS JOINT FUNDRAISING COMMITTEE,,VA,,
MESSER CONSTRUCTION CO,[],C00435990,PAC - Qualified,Unauthorized,MESSER CONSTRUCTION CO PAC,Corporation,OH,,
,['H2GA01231'],C00524934,House,Principal campaign committee,"MESSINGER, LESLI RAE",,GA,,
METAL LATHERS UNION,[],C00421008,PAC - Qualified,Unauthorized,METAL LATHERS LOCAL 46 PAC,Labor Organization,NY,,
"META PLATFORMS, INC.",[],C00502906,PAC - Qualified,Lobbyist/Registrant PAC,"META PLATFORMS, INC. PAC",Corporation,DC,,
NONE,[],C00402479,PAC - Nonqualified,Unauthorized,METCALF FEDERAL RELATIONS POLITICAL ACTION COMMITTEE,,VA,,
METLIFE INC.,[],C00040923,PAC - Qualified,Lobbyist/Registrant PAC,METLIFE INC. EMPLOYEES' POLITICAL PARTICIPATION FUND A,Corporation,NY,tw_labor,Labor Unions
METLIFE INC.,[],C00493551,PAC - Qualified,Lobbyist/Registrant PAC,METLIFE INC. EMPLOYEES' POLITICAL PARTICIPATION FUND A - FEDERAL ONLY,Corporation,NY,tw_labor,Labor Unions
METRO-GOLDWYN-MAYER INC/TRACINDA CORP,[],C00207589,PAC - Qualified,Unauthorized,METRO-GOLDWYN-MAYER POLITICAL ACTION COMMITTEE,Corporation,CA,,
NONE,[],C00415513,PAC - Nonqualified,Unauthorized,METROPOLITAN DEMOCRATIC CLUB,,CA,,
NONE,[],C00402651,Party - Nonqualified,Unauthorized,METROPOLITAN GREATER OAKLAND DEMOCRATIC CLUB,,CA,,
METROPOLITAN NATIONAL BANK,[],C00408492,PAC - Nonqualified,Unauthorized,METROPOLITAN NATIONAL BANK POLITICAL ACTION COMMITTEE (MPAC),Corporation,AR,,
METROPOLITAN TRANS AUTH POLICE BENE...,[],C00366922,PAC - Nonqualified,Unauthorized,METROPOLITAN TRANSPORTATION AUTHORITY POLICE BENEVOLENT  ASSOCIATION PAC,Corporation,NY,,
,[],C90009184,Independent expenditure filer (not a committee),Unauthorized,MEXICAN AMERICAN POLITICAL ASSOCIATION PAC,,CA,,
NONE,[],C00460816,PAC - Nonqualified,Unauthorized,MEXICAN AMERICAN POLITICAL ASSOCIATION POLITICAL ACTION COMMITTEE AKA (MAPA PAC),,CA,,
,[],C90004953,Independent expenditure filer (not a committee),Unauthorized,"MEYER, WARREN",,CA,,
NONE,[],C00467639,PAC - Qualified,Unauthorized,MFA PAC,,VA,,
NONE,[],C00487835,PAC - Nonqualified,Unauthorized,M FREEDOM INC,,FL,,
MGM RESORTS INTERNATIONAL,[],C00299321,PAC - Qualified,Lobbyist/Registrant PAC,MGM RESORTS INTERNATIONAL  PAC,Corporation,CA,,
,[],C00238782,PAC - Qualified,Unauthorized,MHA FEDERAL PAC,Trade Association,MT,,
NONE,[],C00507541,Super PAC (Independent Expenditure-Only),Unauthorized,MI 2014,,MI,,
MIAMI ASSOCIATION OF FIRE FIGHTERS IAFF LOCAL 587,[],C00139014,PAC - Qualified,Unauthorized,MIAMI ASSOCIATION OF FIRE FIGHTERS IAFF LOCAL 587 PAC,Labor Organization,FL,tw_labor,Labor Unions
NONE,['H2FL08055'],C00283051,House,Principal campaign committee,MICA FOR CONGRESS,,FL,,
,['H4FL24017'],C00536516,House,Principal campaign committee,MICHAEL A ETIENNE FOR CONGRESS,,FL,,
BURGESS VICTORY FUND,['H2TX26093'],C00372532,House,Principal campaign committee,MICHAEL BURGESS FOR CONGRESS,,TX,,
,['H2MO05352'],C00516716,House,Principal campaign committee,MICHAEL BURRIS FOR CONGRESS,,MO,,
,['H8AZ02094'],C00445585,House,Principal campaign committee,MICHAEL COLLINS FOR CONGRESS 2008,,AZ,,
,[],C90011040,Independent expenditure filer (not a committee),Unauthorized,MICHAEL D COLLINS,,CO,,
,[],C90008111,Independent expenditure filer (not a committee),Unauthorized,MICHAEL FAIR,,OK,,
NONE,['H0NY13074'],C00470807,House,Authorized by a candidate,MICHAEL GRIMM FOR CONGRESS,,FL,,
,['H2AZ04168'],C00518100,House,Principal campaign committee,MICHAEL HERNAN FOR CONGRESS,,AZ,,
,['H0IN04188'],C00476473,House,Principal campaign committee,MICHAEL HIGHT FOR CONGRESS,,IN,,
NONE,['H8NJ07132'],C00444638,House,Principal campaign committee,MICHAEL HSING FOR CONGRESS,,NJ,,
NONE,['H4NY19107'],C00404327,House,Principal campaign committee,MICHAEL JALIMAN FOR US HOUSE OF REP,,NY,,
,['H2GA05125'],C00498139,House,Principal campaign committee,MICHAEL JOHNSON FOR CONGRESS INC,,GA,,
,['H6NV03014'],C00417410,House,Authorized by a candidate,MICHAELS FOR CONGRESS,,NV,,
,[],C30001507,Electioneering Communication,Unauthorized,MICHAEL STOLLERY,,CA,,
NONE,['H6CA24279'],C00423178,House,Principal campaign committee,MICHAEL TENENBAUM FOR CONGRESS,,CA,,
NONE,['H2TX14081'],C00499590,House,Principal campaign committee,MICHAEL TRUNCALE FOR CONGRESS,,TX,,
NONE,"['H2TX33032', 'S0TX00142']",C00457960,House,Principal campaign committee,MICHAEL WILLIAMS FOR CONGRESS,,TX,,
,['H2ME02097'],C00367821,House,Principal campaign committee,MICHAUD FOR CONGRESS,,ME,,
,['H6CA01103'],C00308403,House,Principal campaign committee,MICHELA ALIOTO FOR CONGRESS,,CA,,
,['H0DE00142'],C00480558,House,Principal campaign committee,MICHELE ROLLINS CONGRESS 2010,,DE,,
,['H0NY15111'],C00470997,House,Principal campaign committee,MICHEL FAULKNER FOR CONGRESS,,NY,,
,[],C90010133,Independent expenditure filer (not a committee),Unauthorized,MICHEL POWELL1 THE ONLY ONE FOR THE JOB PRESIDENT 2008 AND BEYOND,,GA,,
,[],C00454280,PAC - Nonqualified,Unauthorized,MICHELS CORPORATION PAC INC,Corporation,WI,,
ABA-BANKPAC,[],C00080648,PAC - Qualified,Unauthorized,MICHIGAN BANKERS ASSOCIATION - MIBANKPAC - FEDERAL,Trade Association,MI,,
MICHIGAN BEER & WINE WHOLESALERS ASSOCIATION,[],C00159855,PAC - Qualified,Unauthorized,MICHIGAN BEER AND WINE WHOLESALERS  POLITICAL ACTION COMMITTEE,Trade Association,MI,,
MICHIGAN CHAMBER OF COMMERCE,[],C00384578,PAC - Nonqualified,Unauthorized,MICHIGAN CHAMBER OF COMMERCE FEDERAL POLITICAL ACTION COMMITTEE (MICHAMBER FED PAC),Membership Organization,MI,,
,[],C30001887,Electioneering Communication,Unauthorized,MICHIGAN CITIZENS FOR FISCAL RESPONSIBILITY,,MI,,
NONE,[],C00530543,PAC - Nonqualified,Lobbyist/Registrant PAC,MICHIGAN CONGRESSIONAL CAMPAIGNS VICTORY FUND FEDERAL PAC,,FL,,
NONE,[],C00538546,PAC - Nonqualified,Lobbyist/Registrant PAC,MICHIGAN CONGRESSIONAL CAUCUS,,FL,,
NONE,[],C00504209,PAC - Nonqualified,Unauthorized,MICHIGAN CONSERVATIVE ALLIANCE,,MI,,
,[],C30001762,Electioneering Communication,Unauthorized,MICHIGAN CREDIT UNION LEAGUE,,MI,tw_banking_and_finance,Financial Businesses
CULAC (C0007880),[],C00139279,PAC - Qualified,Unauthorized,MICHIGAN CREDIT UNION LEAGUE LEGISLATIVE ACTION FUND,Corporation,MI,tw_banking_and_finance,Financial Businesses
NONE,[],C00537001,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,MICHIGAN DEMOCRATIC CLUB,,FL,,
NONE,[],C00537761,PAC - Nonqualified,Lobbyist/Registrant PAC,MICHIGAN DEMOCRATIC EXECUTIVE BOARD,,FL,,
NONE,[],C00533315,PAC - Nonqualified,Lobbyist/Registrant PAC,MICHIGAN DEMOCRATIC LEADERSHIP FEDERAL COMMITTEE,,FL,,
NONE,[],C00453175,PAC - Nonqualified,Unauthorized,MICHIGAN DEMOCRATIC PARTY HISPANIC LATINO CAUCUS POLITICAL ACTION COMMITTEE FEDERAL,,MI,,
DNC VICTORY FUND,[],C00031054,Party - Qualified,Unauthorized,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,,MI,,
NONE,[],C00536201,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,MICHIGAN DEMOCRATIC TRUST FUND,,FL,,
,['H0MI03118'],C00473215,House,Principal campaign committee,MICHIGANDERS FOR MICHAEL VAN KLEECK,,MI,,
MICHIGAN STATE MEDICAL SOCIETY,[],C00001180,PAC - Qualified,Unauthorized,MICHIGAN DOCTORS POLITICAL ACTION COMMITTEE - MICHIGAN STATE MEDICAL SOCIETY,Trade Association,MI,,
MICHIGAN FARM BUREAU,[],C00096362,PAC - Qualified,Lobbyist/Registrant PAC,MICHIGAN FARM BUREAU POLITICAL ACTION COMMITTEE,,MI,tw_agriculture,Agricultural Businesses
NONE,[],C00535245,Party - Nonqualified,Unauthorized,MICHIGAN FEDERATION OF COLLEGE REPUBLICANS,,MI,,
NONE,[],C00500348,PAC - Nonqualified,Unauthorized,MICHIGAN FEDERATION OF COLLEGE REPUBLICANS PAC,,MI,,
BENISHEK,[],C00495317,PAC - Nonqualified,Leadership PAC,MICHIGAN FIRST PAC,,VA,,
NONE,[],C00516260,Super PAC (Independent Expenditure-Only),Unauthorized,MICHIGAN FOR LIBERTY,,MI,,
NONE,[],C00526798,Super PAC (Independent Expenditure-Only),Unauthorized,MICHIGAN HORSE ASSOCIATION,,TX,,
NONE,[],C00292367,PAC - Qualified,Unauthorized,MICHIGAN INDEPENDENT POLITICAL ACTION COMMITTEE,Trade Association,MI,,
MICHIGAN INFRASTRUCTURE & TRANSPORTATION ASSOCIATION FEDERAL PAC,[],C00414235,PAC - Nonqualified,Unauthorized,MICHIGAN INFRASTRUCTURE & TRANSPORTATION ASSOCIATION FEDERAL PAC,Trade Association,MI,,
NONE,['P80003353'],C00532671,Single Candidate Independent Expenditure,Unauthorized,MICHIGAN JEWISH CITIZENS FOR A STRONGER AMERICA,,MI,,
,[],C90013335,Independent expenditure filer (not a committee),Unauthorized,MICHIGAN LEAGUE OF CONSERVATION VOTERS,,MI,tw_environment,Environment and Conservation
MICHIGAN LICENSED BEVERAGE ASSOCIATION,[],C00433839,PAC - Qualified,Unauthorized,MICHIGAN LICENSED BEVERAGE ASSOCIATION TAP POLITICAL ACTION COMMITTEE (MLBA TAPPPAC),Trade Association,MI,,
,[],C00096594,PAC - Qualified,Unauthorized,MICHIGAN MILK PRODUCERS ASSOCIATION POLITICAL ACTION COMMITTEE,Cooperative,MI,tw_agriculture,Agricultural Businesses
MICHIGAN OIL AND GAS ASSOCIATION,[],C00083808,PAC - Qualified,Lobbyist/Registrant PAC,MICHIGAN OIL AND GAS ASSOCIATION PAC MOGA-PAC,Trade Association,MI,,
NONE,[],C00415141,PAC - Nonqualified,Unauthorized,MICHIGAN OPPORTUNITY FUND,,DC,,
,[],C00457036,PAC - Qualified,Unauthorized,MICHIGAN PHARMACISTS ASSOCIATION FEDERAL PAC,Membership Organization,MI,,
,[],C90011131,Independent expenditure filer (not a committee),Unauthorized,MICHIGAN PHYSICIANS UNITED PAC,,MI,,
NONE,[],C00537290,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,MICHIGAN REPUBLICAN CLUB,,FL,,
NONE,[],C00539098,PAC - Nonqualified,Lobbyist/Registrant PAC,MICHIGAN REPUBLICAN EXECUTIVE BOARD,,FL,,
NONE,[],C00534446,PAC - Nonqualified,Lobbyist/Registrant PAC,MICHIGAN REPUBLICAN LEADERSHIP FEDERAL COMMITTEE,,FL,,
PROTECT THE HOUSE,[],C00041160,Party - Qualified,Unauthorized,MICHIGAN REPUBLICAN PARTY,,MI,,
NONE,[],C00538678,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,MICHIGAN REPUBLICAN TRUST FUND,,FL,,
,['S8MI00281'],C00495754,PAC - Nonqualified,Joint fundraising committee,MICHIGAN SENATE 2012,,DC,,
NONE,[],C00535773,PAC - Nonqualified,Lobbyist/Registrant PAC,MICHIGAN SENATORIAL CAUCUS,,FL,,
KILDEE,[],C00502096,PAC - Qualified,Leadership PAC,MICHIGAN'S FUTURE PAC,,MI,,
,[],C00522847,PAC - Nonqualified,Unauthorized,MICHIGAN STATE BADC AKA MI-BADC,,MI,,
MICHIGAN SUGAR COMPANY GROWERS ASSOCIATION,[],C00384354,PAC - Qualified,Unauthorized,MICHIGAN SUGAR COMPANY GROWERS POLITICAL ACTION COMMITTEE,Trade Association,MI,tw_agriculture,Agricultural Businesses
NONE,['S8MI00281'],C00495580,PAC - Nonqualified,Joint fundraising committee,MICHIGAN VICTORY FUND,,MI,,
NONE,"['H0MI01088', 'H0MI02094', 'H0MI03126', 'H4MI07103']",C00531574,House,Joint fundraising committee,"MICHIGAN YOUNG GUNS VICTORY FUND (AMASH, BENISHEK, HUIZENGA, WALBERG)",,VA,,
"MICRON TECHNOLOGY, INC.",[],C00443671,PAC - Qualified,Lobbyist/Registrant PAC,"MICRON TECHNOLOGY, INC. EMPLOYEE PAC",Corporation,ID,,
MICROSOFT CORPORATION,[],C00227546,PAC - Qualified,Lobbyist/Registrant PAC,MICROSOFT CORPORATION STAKEHOLDERS VOLUNTARY PAC - MSVPAC,Corporation,WA,,
MICROSUN TECHNOLOGIES LLC,[],C00445247,PAC - Nonqualified,Unauthorized,MICROSUN TECHNOLOGIES PAC,Corporation,IL,,
MIDAMERICAN ENERGY COMPANY,[],C00081273,PAC - Qualified,Unauthorized,MIDAMERICAN ENERGY COMPANY PAC,Corporation,IA,,
,[],C30002182,Electioneering Communication,Unauthorized,MID-AMERICA POLITICAL ACTION COMMITTEE,,IN,,
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA (LIUNA PAC),[],C00429175,PAC - Qualified,Unauthorized,MID-ATLANTIC LABORERS' POLITICAL LEAGUE - LABORERS' INTERNATIONAL UNION OF N.A.,Labor Organization,VA,tw_labor,Labor Unions
NONE,[],C00300236,PAC - Qualified,Unauthorized,MID-ATLANTIC PROGRESSIVE LEADERSHIP COMMITTEE,,MD,,
,[],C00111427,PAC - Qualified,Unauthorized,MID-CONTINENT POLITICAL ACTION COMMITTEE,Trade Association,DC,,
MIDCOUNTRY FINANCIAL CORP.,[],C00480673,PAC - Nonqualified,Unauthorized,MIDCOUNTRY FINANCIAL CORP. PAC (MIDCOUNTRY PAC),Corporation,GA,,
DAN LIPINSKI FOR CONGRESS,[],C00486860,PAC - Qualified,Unauthorized,MIDDLE CLASS AMERICA PAC,,IL,,
TIMOTHY V. JOHNSON,['H0IL15053'],C00350421,PAC - Nonqualified,Leadership PAC,MIDDLE GROUND PAC,,IL,,
,[],C00536359,Super PAC (Independent Expenditure-Only),Unauthorized,MIDDLE OF THE PAC; THE,,ND,,
,[],C00512335,Super PAC (Independent Expenditure-Only),Unauthorized,MIDDLE RESOLUTION FEDERAL PAC INC,,VA,,
NONE,[],C00109116,Party - Qualified,Unauthorized,MIDLAND COUNTY REPUBLICAN COMMITTEE,,MI,,
NONE,[],C00165944,PAC - Qualified,Unauthorized,MID MANHATTAN POLITICAL ACTION COMMITTEE (MID PAC),,NY,,
MID-MICHIGAN DEMOCRACY FOR AMERICA,[],C00423913,PAC - Nonqualified,Unauthorized,MID-MICHIGAN DEMOCRACY FOR AMERICA FEDERAL PAC,Membership Organization,MI,,
YOUNG,[],C00345199,PAC - Qualified,Leadership PAC,MIDNIGHT SUN POLITICAL ACTION COMMITTEE,,DC,,
,[],C90011032,Independent expenditure filer (not a committee),Unauthorized,MID-SHORE LEAGUE OF REPUBLICAN WOMEN,,MD,,
MIDSTREAM FUEL SERVICE LLC,[],C00329201,PAC - Nonqualified,Unauthorized,MIDSTREAM FUEL SERVICE LLC - PAC,Corporation,AL,,
MIDWEST GRAIN PROCESSORS LLC,[],C00418384,PAC - Nonqualified,Unauthorized,MIDWEST GRAIN PROCESSORS LLC PAC,Corporation,IA,,
"LABORERS' INTERNATIONAL UNION, MIDWEST REGION",[],C00342907,PAC - Qualified,Unauthorized,MIDWEST REGION LABORERS' POLITICAL LEAGUE,Labor Organization,IL,,
,"['S2ND00099', 'S2WI00219', 'S6MN00267']",C00528802,PAC - Nonqualified,Joint fundraising committee,MIDWEST SENATE VICTORY 2012,,DC,,
NONE,[],C00416131,PAC - Qualified,Leadership PAC,MIDWEST VALUES PAC,,MN,,
,"['H6IA03144', 'H6MN01174']",C00502344,House,Joint fundraising committee,MIDWEST VICTORY FUND,,MN,,
,[],C30001820,Electioneering Communication,Unauthorized,MI FAMILIA VOTA CIVIC PARTICIPATION CAMPAIGN,,CO,,
,['H0TX23078'],C00462804,House,Principal campaign committee,MIGUEL ORTIZ FOR CONGRESS,,TX,,
"M/I HOMES, INC.",[],C00418830,PAC - Qualified,Unauthorized,"M/I HOMES, INC. POLITICAL ACTION COMMITTEE",Corporation,OH,,
,['H2CA00096'],C00495507,House,Principal campaign committee,MIKE BARKLEY FOR CONGRESS COMMITTEE,,CA,,
,['H8OR04134'],C00450106,House,Principal campaign committee,MIKE BEILSTEIN FOR CONGRESS,,OR,,
,['H2FL11083'],C00496901,House,Principal campaign committee,MIKE BENNETT FOR CONGRESS,,FL,,
NONE,['H0NY01160'],C00479915,House,Principal campaign committee,MIKE FITZPATRICK NY1 FOR CONGRESS,,NY,,
,['H2CA36280'],C00493676,House,Principal campaign committee,MIKE GIN FOR CONGRESS,,CA,,
,['H0NJ12154'],C00460394,House,Principal campaign committee,MIKE HALFACRE FOR CONGRESS INC,,NJ,,
,['H0CA15148'],C00351379,House,Principal campaign committee,MIKE HONDA FOR CONGRESS,,CA,,
NONE,['H0PA03271'],C00474189,House,Principal campaign committee,MIKE KELLY FOR CONGRESS,,PA,,
YOUNG GUNS VICTORY FUND II,['H0GA02217'],C00465500,House,Principal campaign committee,MIKE KEOWN FOR CONGRESS,,GA,,
,['H2PA19109'],C00494922,House,Principal campaign committee,MIKE KOFFENBERGER FOR CONGRESS,,PA,,
,['H6PA06107'],C00412486,House,Principal campaign committee,MIKE LEIBOWITZ FOR CONGRESS,,PA,,
,['H2AZ04143'],C00512319,House,Authorized by a candidate,MIKEL WEISSER FOR US CONGRESS,,AZ,,
,['H2NY26171'],C00521997,House,Principal campaign committee,MIKE MADIGAN FOR CONGRESS,,NY,,
,['H8NC07044'],C00306829,House,Principal campaign committee,MIKE MCINTYRE FOR CONGRESS,,NC,,
MCMAHON FOR CONGRESS,['H8NY13077'],C00451138,House,Principal campaign committee,MIKE MCMAHON FOR CONGRESS,,NY,,
,['H0MO07147'],C00468355,House,Principal campaign committee,MIKE MOON FOR CONGRESS,,MO,,
,['H0AR03071'],C00477901,House,Principal campaign committee,MIKE MOORE FOR CONGRESS,,AR,,
,['H8PA01229'],C00448050,House,Principal campaign committee,MIKE MUHAMMAD FOR CONGRESS,,PA,,
,['H2CA48079'],C00494989,House,Principal campaign committee,MIKE MUNZING FOR CONGRESS,,CA,,
,['H0IN05102'],C00459180,House,Principal campaign committee,MIKE MURPHY FOR CONGRESS,,IN,,
,['H2MI06075'],C00519892,House,Principal campaign committee,MIKE O'BRIEN FOR CONGRESS,,MI,,
NONE,['H8NJ06118'],C00366195,PAC - Qualified,Unauthorized,MIKE PAC,,NJ,,
MIKE PENCE VICTORY 2010,['H8IN02060'],C00350397,House,Principal campaign committee,MIKE PENCE COMMITTEE,,IN,,
WIN BACK AMERICA PAC,['H8IN02060'],C00478909,PAC - Nonqualified,Joint fundraising committee,MIKE PENCE VICTORY 2010,,VA,,
,['H0MD08153'],C00486274,House,Principal campaign committee,MIKE PHILIPS FOR CONGRESS,,MD,,
NONE,['H2AL03032'],C00367862,House,Principal campaign committee,MIKE ROGERS FOR CONGRESS,,AL,,
,['H2MA00022'],C00507681,House,Principal campaign committee,MIKE ROSS EXPLORATORY COMMITTEE,,MA,,
,['H0AR04038'],C00345710,House,Principal campaign committee,MIKE ROSS FOR CONGRESS COMMITTEE,,AR,,
NONE,['H8CA01109'],C00326363,House,Principal campaign committee,MIKE THOMPSON FOR CONGRESS,,CA,,
,['H0ID01279'],C00479055,House,Principal campaign committee,MIKE WASHBURN FOR CONGRESS,,ID,,
,['H2CT05164'],C00497198,House,Principal campaign committee,MIKE WILLIAMS FOR CONGRESS,,CT,,
,['H2IN04077'],C00478438,House,Principal campaign committee,MIKE YOUNG FOR CONGRESS COMMITTEE,,IN,,
,['H8NC08075'],C00439133,House,Principal campaign committee,MIKE ZACCARO FOR CONGRESS,,NC,,
DEM ST CENT CMTE MD,['S6MD00140'],C00489237,PAC - Nonqualified,Joint fundraising committee,MIKULSKI-MARYLAND VICTORY 2010,,DC,,
,['H2MD06161'],C00505156,House,Principal campaign committee,MILAD FOR CONGRESS,,MD,,
NONE,[],C00377663,PAC - Qualified,Leadership PAC,MILEAD FUND,,VA,,
,['H4HI02082'],C00520429,House,Principal campaign committee,MILES SHIRATORI-CONGRESS,,HI,,
,[],C90011859,Independent expenditure filer (not a committee),Unauthorized,MILITARY FAMILIES UNITED,,DC,,
MILK PRODUCERS COUNCIL,[],C00393454,PAC - Nonqualified,Unauthorized,MILK PRODUCERS COUNCIL FEDERAL POLITICAL ACTION COMMITTEE,Trade Association,CA,tw_agriculture,Agricultural Businesses
,[],C90008491,Independent expenditure filer (not a committee),Unauthorized,MILLE LACS BAND OF OJIBWE,,MN,,
MILLENNIUM ENGINEERING AND INTEGRATION COMPANY,[],C00429688,PAC - Nonqualified,Unauthorized,MILLENNIUM ENGINEERING AND INTEGRATION COMPANY PAC,Corporation,VA,,
MILLENNIUM PHARMACEUTICALS INC.,[],C00407460,PAC - Nonqualified,Lobbyist/Registrant PAC,MILLENNIUM PHARMACEUTICALS INC. PAC,Corporation,DC,,
MILLER & CHEVALIER CHARTERED POLITICAL ACTION COMMITTEE ('MILLER & CHEVALIER PAC'),[],C00255216,PAC - Qualified,Unauthorized,MILLER & CHEVALIER CHARTERED POLITICAL ACTION COMMITTEE ('MILLER & CHEVALIER PAC'),Corporation,DC,,
,['H2WV02126'],C00496356,House,Principal campaign committee,MILLER FOR CONGRESS,,WV,,
,[],C90004698,Independent expenditure filer (not a committee),Unauthorized,"MILLER, LARRY",,NV,,
,['H8IA02043'],C00472092,House,Principal campaign committee,MILLER-MEEKS FOR CONGRESS,,IA,,
MILLIKEN & COMPANY,[],C00466672,PAC - Nonqualified,Unauthorized,MILLIKEN AND COMPANY GOOD GOVERNMENT COMMITTEE,Corporation,DC,,
NONE,[],C00469650,PAC - Nonqualified,Unauthorized,MILLION FAMILY MARCH 4 JUSTICE,,CA,,
MICHAUD,[],C00410936,PAC - Nonqualified,Leadership PAC,MILL TO THE HILL PAC,,DC,,
,[],C00520023,Super PAC (Independent Expenditure-Only),Unauthorized,MILWAUKEEANS FOR A BETTER TOMORROW TOMORROW,,WI,,
MILWAUKEE POLICE ASSOCIATION PAC,[],C00324673,PAC - Qualified,Unauthorized,MILWAUKEE POLICE ASSOCIATION PAC,Labor Organization,WI,,
,[],C90012469,Independent expenditure filer (not a committee),Unauthorized,"MINDER, ALFRED JOHN",,AK,,
NONE,[],C00413815,PAC - Nonqualified,Unauthorized,MIND MATTERS PAC,,CA,,
"COALPAC, A POLITICAL ACTION COMMITTEE OF THE NATIONAL MINING ASSOCIATION",[],C00304634,PAC - Qualified,Lobbyist/Registrant PAC,"MINEPAC, A POLITICAL ACTION COMMITTEE OF THE NATIONAL MINING ASSOCIATION",Trade Association,DC,tw_energy,Energy (Non-Renewable) Businesses
MINERALS TECHNOLOGIES INC,[],C00378067,PAC - Qualified,Unauthorized,MINERALS TECHNOLOGIES INC. POLITICAL ACTION COMMITTEE (MTI PAC),Corporation,NY,,
MINE SAFETY APPLIANCES COMPANY,[],C00173344,PAC - Qualified,Unauthorized,MINE SAFETY APPLIANCES COMPANY POLITICAL ACTION COMMITTEE (MSA POLITICAL ACTION COMMITTEE),Corporation,PA,,
MINNESOTA ASSOCIATION OF REALTORS,[],C00368084,PAC - Qualified,Unauthorized,MINN. ASSN. OF REALTORS FEDERAL PAC,Trade Association,MN,tw_banking_and_finance,Financial Businesses
